pair_idx,Simulator,prefill_len,decode_len,Decode_TPS,Prefill_TPS,err
0,FlexGen,8,64,4.47496,0.264,
0,LIA,8,64,6.483402,0.269,
0,LLMFlash,8,64,10.587,8.2,
0,SemSched,8,64,22.051628,1.41,
1,FlexGen,180,64,4.44491,5.931,
1,LIA,180,64,6.483402,6.06,
1,LLMFlash,180,64,11.3871,8.3,
1,SemSched,180,64,21.033085,25.99,
2,FlexGen,2375,64,4.094068,78.25,
2,LIA,2375,64,6.483402,79.961,
2,LLMFlash,2375,64,11.4242,8.3,
2,SemSched,2375,64,13.232956,316.89,
