Experiment,Model,Simulator,Quant,MemConfig,BatchSize,TPS,Prefill_TPS,Cold_Load_s,Read_Op_Pct,Write_Op_Pct,Write_Util_Pct,Write_Stall_Time_s,Write_Stall_Pct,Write_Stall_Count,Write_Stall_Freq_Pct,Per_Token_Stall_Min_Pct,Per_Token_Stall_Max_Pct,Per_Token_Stall_Mean_Pct,Token_Time_s,Stall_Pct_of_Token
BatchSweep,72,SemSched,fp32,16H+32C,4,0.169275,10.12,0.0,99.9998,0.0002,0.0012,1.7e-05,0.0001,160.0,0.0,0.000148,0.000148,0.000148,0.0,0.0
BatchSweep,72,FlexGen,fp32,16H+32C,8,0.13223,8.473,0.0,99.9998,0.0002,0.0,0.000153,0.0003,80.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweep,72,LIA,fp32,16H+32C,8,0.14139,9.049,0.0,99.9998,0.0002,0.0,0.000153,0.0003,0.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweep,72,LLMFlash,fp32,16H+32C,8,0.2634,0.0,0.0,99.9981,0.0019,0.0,0.00018,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0
BatchSweep,72,CXLAimPod,fp32,16H+32C,8,0.14931,9.558,0.0,99.9997,0.0003,0.0,0.000235,0.0004,0.0,0.0,0.0004,0.0004,0.0004,0.0,0.0
BatchSweep,72,SemSched,fp32,16H+32C,8,0.338478,10.12,0.0,99.9998,0.0002,0.002,2.9e-05,0.0003,160.0,0.0,0.000251,0.000251,0.000251,0.0,0.0
BatchSweep,72,FlexGen,fp32,16H+32C,16,0.264141,8.462,0.0,99.9998,0.0002,0.0,0.000289,0.0005,80.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweep,72,LIA,fp32,16H+32C,16,0.282779,9.005,0.0,99.9998,0.0002,0.0,0.000289,0.0005,0.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweep,72,LLMFlash,fp32,16H+32C,16,0.522,0.0,0.0,99.9962,0.0038,0.0,0.00036,0.0012,0.0,0.0,0.0012,0.0012,0.0012,0.0,0.0
BatchSweep,72,CXLAimPod,fp32,16H+32C,16,0.298561,9.486,0.0,99.9993,0.0007,0.0,0.000429,0.0008,0.0,0.0,0.0008,0.0008,0.0008,0.0,0.0
BatchSweep,72,SemSched,fp32,16H+32C,16,0.662527,10.11,0.0,99.9998,0.0002,0.0036,5.4e-05,0.0005,160.0,0.0,0.000454,0.000455,0.00045425,0.0,0.0
BatchSweep,72,FlexGen,fp32,16H+32C,32,0.52701,8.437,0.0,99.9998,0.0002,0.0,0.000562,0.0009,80.0,0.0,0.0009,0.0009,0.0009,0.0,0.0
BatchSweep,72,LIA,fp32,16H+32C,32,0.565558,8.787,0.0,99.9998,0.0002,0.0,0.000562,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0
BatchSweep,72,LLMFlash,fp32,16H+32C,32,1.0377,0.0,0.0,99.9924,0.0076,0.0,0.00072,0.0023,0.0,0.0,0.0023,0.0023,0.0023,0.0,0.0
BatchSweep,72,CXLAimPod,fp32,16H+32C,32,0.596885,9.244,0.0,99.9986,0.0014,0.0,0.000817,0.0015,0.0,0.0,0.0015,0.0015,0.0015,0.0,0.0
BatchSweep,72,SemSched,fp32,16H+32C,32,1.323938,10.09,0.0,99.9998,0.0002,0.0068,0.000102,0.0009,160.0,0.0,0.00085,0.000851,0.0008507499999999999,0.0,0.0
BatchSweep,72,FlexGen,fp32,16H+32C,64,1.048964,8.389,0.0,99.9998,0.0002,0.0,0.001124,0.0018,80.0,0.0,0.0018,0.0018,0.0018,0.0,0.0
BatchSweep,72,LIA,fp32,16H+32C,64,1.131117,8.381,0.0,99.9998,0.0002,0.0,0.001124,0.002,0.0,0.0,0.002,0.002,0.002,0.0,0.0
BatchSweep,72,LLMFlash,fp32,16H+32C,64,2.0507,0.0,0.0,99.9849,0.0151,0.0,0.001439,0.0046,0.0,0.0,0.0046,0.0046,0.0046,0.0,0.0
BatchSweep,72,CXLAimPod,fp32,16H+32C,64,1.192824,8.795,0.0,99.9972,0.0028,0.0,0.001634,0.003,0.0,0.0,0.003,0.003,0.003,0.0,0.0
BatchSweep,72,SemSched,fp32,16H+32C,64,2.643426,8.39,0.0,99.9998,0.0002,0.0131,0.000204,0.0016,160.0,0.0,0.001642,0.001645,0.001643375,0.0,0.0
BatchSweep,72,FlexGen,fp32,16H+32C,128,2.077998,4.518,0.0,99.9998,0.0002,0.0,0.002249,0.0037,80.0,0.0,0.0036,0.0037,0.00366875,0.0,0.0
BatchSweep,72,LIA,fp32,16H+32C,128,2.262234,4.481,0.0,99.9998,0.0002,0.0,0.002249,0.004,0.0,0.0,0.004,0.004,0.004,0.0,0.0
BatchSweep,72,LLMFlash,fp32,16H+32C,128,4.006,0.0,0.0,99.9697,0.0303,0.0,0.002878,0.009,0.0,0.0,0.009,0.009,0.009,0.0,0.0
BatchSweep,72,CXLAimPod,fp32,16H+32C,128,2.381873,4.516,0.0,99.9945,0.0055,0.0,0.003268,0.0061,0.0,0.0,0.0061,0.0061,0.0061,0.0,0.0
BatchSweep,72,SemSched,fp32,16H+32C,128,5.250811,4.63,0.0,99.9998,0.0002,0.0246,0.000409,0.0031,160.0,0.0,0.003071,0.003082,0.0030765000000000002,0.0,0.0
BatchSweep,72,FlexGen,fp32,16H+32C,256,4.078505,2.262,0.0,99.9998,0.0002,0.0,0.004497,0.0072,80.0,0.0,0.0072,0.0072,0.0072,0.0,0.0
BatchSweep,72,LIA,fp32,16H+32C,256,4.524468,2.252,0.0,99.9998,0.0002,0.0,0.004497,0.0079,0.0,0.0,0.0079,0.0079,0.0079,0.0,0.0
BatchSweep,72,LLMFlash,fp32,16H+32C,256,7.6563,0.0,0.0,99.9395,0.0605,0.0,0.005757,0.0172,0.0,0.0,0.0172,0.0172,0.0172,0.0,0.0
BatchSweep,72,CXLAimPod,fp32,16H+32C,256,4.748712,2.261,0.0,99.9889,0.0111,0.0,0.006537,0.0121,0.0,0.0,0.0121,0.0121,0.0121,0.0,0.0
BatchSweep,72,SemSched,fp32,16H+32C,256,9.820804,2.44,0.0,99.9998,0.0002,0.0436,0.000817,0.0055,160.0,0.0,0.005438,0.005473,0.0054554375,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,1,0.016546,8.473,0.0,99.9998,0.0002,0.0,3.3e-05,0.0001,80.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,1,0.017674,9.049,0.0,99.9998,0.0002,0.0,3.3e-05,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,1,0.0604,0.0,0.0,99.9996,0.0004,0.0,2.2e-05,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,1,0.018667,9.558,0.0,100.0,0.0,0.0,6.5e-05,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,1,0.043116,10.13,0.0,99.9998,0.0002,0.0007,8e-06,0.0001,160.0,0.0,8.7e-05,8.7e-05,8.7e-05,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,4,0.066155,8.473,0.0,99.9998,0.0002,0.0,8.4e-05,0.0001,80.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,4,0.070695,9.049,0.0,99.9998,0.0002,0.0,8.4e-05,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,4,0.1412,0.0,0.0,99.999,0.001,0.0,9e-05,0.0003,0.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,4,0.074662,9.558,0.0,99.9998,0.0002,0.0,0.000137,0.0003,0.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,4,0.169275,10.12,0.0,99.9998,0.0002,0.0012,1.7e-05,0.0001,160.0,0.0,0.000148,0.000148,0.000148,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,8,0.13223,8.473,0.0,99.9998,0.0002,0.0,0.000153,0.0003,80.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,8,0.14139,9.049,0.0,99.9998,0.0002,0.0,0.000153,0.0003,0.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,8,0.2634,0.0,0.0,99.9981,0.0019,0.0,0.00018,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,8,0.14931,9.558,0.0,99.9997,0.0003,0.0,0.000235,0.0004,0.0,0.0,0.0004,0.0004,0.0004,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,8,0.338478,10.12,0.0,99.9998,0.0002,0.002,2.9e-05,0.0003,160.0,0.0,0.000251,0.000251,0.000251,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,16,0.264141,8.462,0.0,99.9998,0.0002,0.0,0.000289,0.0005,80.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,16,0.282779,9.005,0.0,99.9998,0.0002,0.0,0.000289,0.0005,0.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,16,0.522,0.0,0.0,99.9962,0.0038,0.0,0.00036,0.0012,0.0,0.0,0.0012,0.0012,0.0012,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,16,0.298561,9.486,0.0,99.9993,0.0007,0.0,0.000429,0.0008,0.0,0.0,0.0008,0.0008,0.0008,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,16,0.662527,10.11,0.0,99.9998,0.0002,0.0036,5.4e-05,0.0005,160.0,0.0,0.000454,0.000455,0.00045425,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,32,0.52701,8.437,0.0,99.9998,0.0002,0.0,0.000562,0.0009,80.0,0.0,0.0009,0.0009,0.0009,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,32,0.565558,8.787,0.0,99.9998,0.0002,0.0,0.000562,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,32,1.0377,0.0,0.0,99.9924,0.0076,0.0,0.00072,0.0023,0.0,0.0,0.0023,0.0023,0.0023,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,32,0.596885,9.244,0.0,99.9986,0.0014,0.0,0.000817,0.0015,0.0,0.0,0.0015,0.0015,0.0015,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,32,1.323938,10.09,0.0,99.9998,0.0002,0.0068,0.000102,0.0009,160.0,0.0,0.00085,0.000851,0.0008507499999999999,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,64,1.048964,8.389,0.0,99.9998,0.0002,0.0,0.001124,0.0018,80.0,0.0,0.0018,0.0018,0.0018,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,64,1.131117,8.381,0.0,99.9998,0.0002,0.0,0.001124,0.002,0.0,0.0,0.002,0.002,0.002,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,64,2.0507,0.0,0.0,99.9849,0.0151,0.0,0.001439,0.0046,0.0,0.0,0.0046,0.0046,0.0046,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,64,1.192824,8.795,0.0,99.9972,0.0028,0.0,0.001634,0.003,0.0,0.0,0.003,0.003,0.003,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,64,2.643426,8.39,0.0,99.9998,0.0002,0.0131,0.000204,0.0016,160.0,0.0,0.001642,0.001645,0.001643375,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,128,2.077998,4.518,0.0,99.9998,0.0002,0.0,0.002249,0.0037,80.0,0.0,0.0036,0.0037,0.00366875,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,128,2.262234,4.481,0.0,99.9998,0.0002,0.0,0.002249,0.004,0.0,0.0,0.004,0.004,0.004,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,128,4.006,0.0,0.0,99.9697,0.0303,0.0,0.002878,0.009,0.0,0.0,0.009,0.009,0.009,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,128,2.381873,4.516,0.0,99.9945,0.0055,0.0,0.003268,0.0061,0.0,0.0,0.0061,0.0061,0.0061,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,128,5.250811,4.63,0.0,99.9998,0.0002,0.0246,0.000409,0.0031,160.0,0.0,0.003071,0.003082,0.0030765000000000002,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp32,16H+32C,256,4.078505,2.262,0.0,99.9998,0.0002,0.0,0.004497,0.0072,80.0,0.0,0.0072,0.0072,0.0072,0.0,0.0
BatchSweepAllQuants,72,LIA,fp32,16H+32C,256,4.524468,2.252,0.0,99.9998,0.0002,0.0,0.004497,0.0079,0.0,0.0,0.0079,0.0079,0.0079,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp32,16H+32C,256,7.6563,0.0,0.0,99.9395,0.0605,0.0,0.005757,0.0172,0.0,0.0,0.0172,0.0172,0.0172,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp32,16H+32C,256,4.748712,2.261,0.0,99.9889,0.0111,0.0,0.006537,0.0121,0.0,0.0,0.0121,0.0121,0.0121,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp32,16H+32C,256,9.820804,2.44,0.0,99.9998,0.0002,0.0436,0.000817,0.0055,160.0,0.0,0.005438,0.005473,0.0054554375,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,1,0.035011,17.928,0.0,99.9998,0.0002,0.0,2.5e-05,0.0001,80.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,1,0.03915,20.045,0.0,99.9998,0.0002,0.0,2.5e-05,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,1,0.1641,0.1,0.0,99.9996,0.0004,0.0,1.1e-05,0.0002,0.0,0.0,0.0002,0.0002,0.0002,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,1,0.04464,22.858,0.0,100.0,0.0,0.0,5.3e-05,0.0002,0.0,0.0,0.0002,0.0002,0.0002,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,1,0.102873,25.41,0.0,99.9998,0.0002,0.0012,1.6e-05,0.0003,384.0,0.0,0.000347,0.000347,0.000347,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,4,0.139976,17.928,0.0,99.9998,0.0002,0.0,5e-05,0.0002,80.0,0.0,0.0002,0.0002,0.0002,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,4,0.156598,20.045,0.0,99.9998,0.0002,0.0,5e-05,0.0002,0.0,0.0,0.0002,0.0002,0.0002,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,4,0.3339,0.1,0.0,99.9991,0.0009,0.0,4.6e-05,0.0004,0.0,0.0,0.0004,0.0004,0.0004,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,4,0.178518,22.858,0.0,99.9998,0.0002,0.0,8.9e-05,0.0004,0.0,0.0,0.0004,0.0004,0.0004,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,4,0.371739,25.38,0.0,99.9998,0.0002,0.0016,2.7e-05,0.0005,384.0,0.0,0.000467,0.000467,0.000467,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,8,0.279772,17.782,0.0,99.9998,0.0002,0.0,8.4e-05,0.0003,80.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,8,0.313196,19.819,0.0,99.9998,0.0002,0.0,8.4e-05,0.0003,0.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,8,0.6152,0.1,0.0,99.9982,0.0018,0.0,9.2e-05,0.0007,0.0,0.0,0.0007,0.0007,0.0007,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,8,0.356919,22.307,0.0,99.9997,0.0003,0.0,0.000137,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,8,0.743072,25.35,0.0,99.9998,0.0002,0.0024,4.1e-05,0.0007,384.0,0.0,0.000718,0.000719,0.00071825,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,16,0.55883,17.46,0.0,99.9998,0.0002,0.0,0.000153,0.0005,80.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,16,0.626393,18.731,0.0,99.9998,0.0002,0.0,0.000153,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,16,1.2173,0.1,0.0,99.9965,0.0035,0.0,0.000183,0.0014,0.0,0.0,0.0014,0.0014,0.0014,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,16,0.713372,20.566,0.0,99.9993,0.0007,0.0,0.000235,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,16,1.484518,25.28,0.0,99.9998,0.0002,0.004,7e-05,0.0012,384.0,0.0,0.001214,0.001215,0.0012145625,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,32,1.114812,16.851,0.0,99.9998,0.0002,0.0,0.000289,0.001,80.0,0.0,0.001,0.001,0.001,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,32,1.252785,16.877,0.0,99.9998,0.0002,0.0,0.000289,0.0011,0.0,0.0,0.0011,0.0011,0.0011,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,32,2.4175,0.1,0.0,99.9929,0.0071,0.0,0.000366,0.0028,0.0,0.0,0.0028,0.0028,0.0028,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,32,1.424887,17.789,0.0,99.9986,0.0014,0.0,0.000429,0.0019,0.0,0.0,0.0019,0.0019,0.0019,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,32,2.962554,16.83,0.0,99.9998,0.0002,0.0073,0.000129,0.0022,384.0,0.0,0.002179,0.002181,0.00218,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,64,2.21832,9.037,0.0,99.9998,0.0002,0.0,0.000562,0.0019,80.0,0.0,0.0019,0.0019,0.0019,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,64,2.505571,8.961,0.0,99.9998,0.0002,0.0,0.000562,0.0022,0.0,0.0,0.0022,0.0022,0.0022,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,64,4.7681,0.1,0.0,99.9858,0.0142,0.0,0.000733,0.0055,0.0,0.0,0.0055,0.0055,0.0055,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,64,2.842374,9.032,0.0,99.9972,0.0028,0.0,0.000817,0.0036,0.0,0.0,0.0036,0.0036,0.0036,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,64,5.899349,9.28,0.0,99.9998,0.0002,0.0134,0.000245,0.004,384.0,0.0,0.004006,0.004014,0.00401025,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,128,4.392097,4.524,0.0,99.9998,0.0002,0.0,0.001124,0.0039,80.0,0.0,0.0039,0.0039,0.0039,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,128,5.011142,4.505,0.0,99.9998,0.0002,0.0,0.001124,0.0044,0.0,0.0,0.0044,0.0044,0.0044,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,128,9.2795,0.1,0.0,99.9717,0.0283,0.0,0.001465,0.0106,0.0,0.0,0.0106,0.0106,0.0106,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,128,5.655371,4.523,0.0,99.9945,0.0055,0.0,0.001634,0.0072,0.0,0.0,0.0072,0.0072,0.0072,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,128,11.392381,4.89,0.0,99.9998,0.0002,0.025,0.00049,0.0075,384.0,0.0,0.007485,0.007513,0.007499375,0.0,0.0
BatchSweepAllQuants,72,FlexGen,fp16,16H+32C,256,8.611283,2.263,0.0,99.9998,0.0002,0.0,0.002249,0.0076,80.0,0.0,0.0076,0.0076,0.0076,0.0,0.0
BatchSweepAllQuants,72,LIA,fp16,16H+32C,256,10.022284,2.258,0.0,99.9998,0.0002,0.0,0.002249,0.0088,0.0,0.0,0.0088,0.0088,0.0088,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,fp16,16H+32C,256,17.6111,0.1,0.0,99.9434,0.0566,0.0,0.00293,0.0202,0.0,0.0,0.0201,0.0202,0.0201625,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,fp16,16H+32C,256,11.195038,2.263,0.0,99.9889,0.0111,0.0,0.003268,0.0143,0.0,0.0,0.0143,0.0143,0.0143,0.0,0.0
BatchSweepAllQuants,72,SemSched,fp16,16H+32C,256,22.298336,2.52,0.0,99.9998,0.0002,0.0442,0.000981,0.0133,384.0,0.0,0.01323,0.013318,0.013274,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,1,0.079203,40.56,0.0,99.9998,0.0002,0.0,2e-05,0.0002,80.0,0.0,0.0002,0.0002,0.0002,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,1,0.101303,51.867,0.0,99.9998,0.0002,0.0,2e-05,0.0002,0.0,0.0,0.0002,0.0002,0.0002,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,1,0.7579,0.1,0.0,99.9996,0.0004,0.0,6e-06,0.0004,0.0,0.0,0.0004,0.0004,0.0004,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,1,0.146459,75.011,0.0,100.0,0.0,0.0,4.6e-05,0.0007,0.0,0.0,0.0007,0.0007,0.0007,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,1,0.461549,103.34,0.0,99.9998,0.0002,0.0021,3e-05,0.0014,832.0,0.0,0.001394,0.001394,0.001394,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,4,0.316641,39.574,0.0,99.9998,0.0002,0.0,3.3e-05,0.0003,80.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,4,0.405213,50.302,0.0,99.9998,0.0002,0.0,3.3e-05,0.0003,0.0,0.0,0.0003,0.0003,0.0003,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,4,1.0815,0.1,0.0,99.999,0.001,0.0,2.3e-05,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,4,0.585304,68.805,0.0,99.9998,0.0002,0.0,6.5e-05,0.0009,0.0,0.0,0.0009,0.0009,0.0009,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,4,1.452097,79.93,0.0,99.9998,0.0002,0.0023,4.2e-05,0.0015,832.0,0.0,0.001526,0.001526,0.001526,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,8,0.632825,37.525,0.0,99.9998,0.0002,0.0,5e-05,0.0004,80.0,0.0,0.0004,0.0004,0.0004,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,8,0.810425,43.507,0.0,99.9998,0.0002,0.0,5e-05,0.0005,0.0,0.0,0.0005,0.0005,0.0005,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,8,1.8995,0.1,0.0,99.998,0.002,0.0,4.6e-05,0.0011,0.0,0.0,0.0011,0.0011,0.0011,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,8,1.169188,53.061,0.0,99.9997,0.0003,0.0,8.9e-05,0.0013,0.0,0.0,0.0013,0.0013,0.0013,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,8,2.890268,52.28,0.0,99.9998,0.0002,0.0032,5.8e-05,0.0021,832.0,0.0,0.002088,0.002089,0.002088875,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,16,1.263821,34.003,0.0,99.9998,0.0002,0.0,8.4e-05,0.0007,80.0,0.0,0.0007,0.0007,0.0007,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,16,1.62085,34.253,0.0,99.9998,0.0002,0.0,8.4e-05,0.0009,0.0,0.0,0.0009,0.0009,0.0009,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,16,3.7373,0.1,0.0,99.9961,0.0039,0.0,9.2e-05,0.0021,0.0,0.0,0.0021,0.0021,0.0021,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,16,2.332712,36.024,0.0,99.9993,0.0007,0.0,0.000137,0.002,0.0,0.0,0.002,0.002,0.002,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,16,5.725593,30.9,0.0,99.9998,0.0002,0.0049,8.9e-05,0.0032,832.0,0.0,0.003197,0.003199,0.0031980625,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,32,2.520362,18.074,0.0,99.9998,0.0002,0.0,0.000153,0.0012,80.0,0.0,0.0012,0.0012,0.0012,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,32,3.241701,17.923,0.0,99.9998,0.0002,0.0,0.000153,0.0015,0.0,0.0,0.0015,0.0015,0.0015,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,32,7.3938,0.1,0.0,99.9922,0.0078,0.0,0.000183,0.0042,0.0,0.0,0.0042,0.0042,0.0042,0.0,0.0
BatchSweepAllQuants,72,CXLAimPod,int8,16H+32C,32,4.642935,18.064,0.0,99.9986,0.0014,0.0,0.000235,0.0034,0.0,0.0,0.0034,0.0034,0.0034,0.0,0.0
BatchSweepAllQuants,72,SemSched,int8,16H+32C,32,11.237561,17.0,0.0,99.9998,0.0002,0.0082,0.000152,0.0054,832.0,0.0,0.005352,0.005358,0.005354625,0.0,0.0
BatchSweepAllQuants,72,FlexGen,int8,16H+32C,64,5.011851,9.047,0.0,99.9998,0.0002,0.0,0.000289,0.0023,80.0,0.0,0.0023,0.0023,0.0023,0.0,0.0
BatchSweepAllQuants,72,LIA,int8,16H+32C,64,6.483402,9.01,0.0,99.9998,0.0002,0.0,0.000289,0.0029,0.0,0.0,0.0029,0.0029,0.0029,0.0,0.0
BatchSweepAllQuants,72,LLMFlash,int8,16H+32C,64,14.4771,0.1,0.0,99.9845,0.0155,0.0,0.000366,0.0083,0.0,0.0,0.0083,0.0083,0.0083,0.0,0.0
